query,intent
when should my oil get changed,oil_change_when
is it possible to make reservations at the new york restaurant,accept_reservations
can you tell me the nutritional content of chicken nuggets,nutrition_info
how many carry ons can i take on a flight with virgin airlines to vancouver bc,carry_on
how do you make pasta,recipe
what do you know to be the nutritional info for macaroni and cheese to be,nutrition_info
i really appreciate your help thank you,thank_you
please find out the expiration date for my credit card,expiration_date
hello there ai,greeting
are french fries health or not,nutrition_info
say it one more time,repeat
peace out,goodbye
what does life mean on a deeper level,meaning_of_life
what s the currency conversion between usd and pounds,exchange_rate
i want to switch to direct deposit,direct_deposit
is it going to rain tonight,weather
what s your hobbies,what_are_your_hobbies
what s it been costing me to buy three packs a day,spending_history
i need to swap salt for baking soda,ingredient_substitution
can you link up with my phone,sync_device
what restrictions do my carry ons need to comply with for delta,carry_on
please assist me by making a pto request for march 11 18,pto_request
hey stop talking like you re a stretch taped,change_speed
i need to book a hotel in ny queens arrive on 8th and leave on the 13th,book_hotel
connect me with some new insurance,insurance_change
and your name is,what_is_your_name
can you order me more checks at wells fargo,order_checks
find me a graphic tutorial on writing longhand,out_of_scope
what track am i listening to,what_song
define epicurean,definition
i need oranges on my shopping list,shopping_list_update
is there an extra fee for using my card in costa rica,international_fees
please send a message to peter telling him to pick up milk,text
help me find a recipe for a beef casserole,recipe
tell me about the chase credit card application process,new_card
help me pick a nice restaurant to dine at,restaurant_suggestion
what do you have my name saved under,user_name
has my application for the hsbc card been approved yet,application_status
can you tell me my spending history from last week,spending_history
i need to know how you are doing today,greeting
communicate trivia about lebron james,fun_fact
let s send some money to another account,transfer
i m not sure,maybe
what rating do the critics give the french laundry,restaurant_reviews
dont allow any action on my account,freeze_account
please don t speak so fast,change_speed
when is my next oil change,oil_change_when
how long does it take to call an ambulance,out_of_scope
would you provide me with italian cuisine dinner suggestions,meal_suggestion
which nations are not democratic,out_of_scope
what are some way s i can do to improe my credit score,improve_credit_score
will only having five late payments really make my credit bad,improve_credit_score
how much is in my pnc account,balance
who invented you,who_made_you
find me a room near the jacksonville stadium between january 1st through january 3rd,book_hotel
call an uber to take me to the closest grocery store,out_of_scope
play oldschool rap,play_music
is there a charge to use my card in japan,international_fees
by which company are you designed by,who_made_you
would you say that red lobster s pretty buy at noon,how_busy
can you tell me what 80 divided buy 4 is,calculator
skip to the next song please,next_song
tell me some interesting trivia about dinosaurs,fun_fact
i would like to make changes to my insurance policy,insurance_change
can you tell me if eating at outback s any good,restaurant_reviews
i want to report fraudulent activity on my discover card,report_fraud
i hope i have enough money in my chase account to buy new clothes,balance
remind me later,reminder_update
have the riots in france triggered any alerts for people traveling to there,travel_alert
please put watering the plants on my to do list,todo_list_update
show me the last month of transactions,transactions
is the milk on the shopping list if not please add,shopping_list_update
i want to be woken up at 9 tomorrow,alarm
please tell me how to go about reporting a lost card,report_lost_card
cancel my reservations for joe s at zepher right now,cancel_reservation
how healthy is blueberrys,nutrition_info
you are talking too fast for me please slow down,change_speed
can you share with me your interpretation of the meaning of life,meaning_of_life
